Furniture Name	Y/N	Quality	Crafting Station	Category	Mat1	Q1	MatPrice1	Mat2	Q2	MatPrice2	Mat3	Q3	MatPrice3	Mat4	Q4	MatPrice4	Mat5	Q5	MatPrice5	Mat6	Q6	MatPrice6	Rarity Bonus	Total	Rounded Total
Deadlands Table, Long Etched		Epic	Woodworking	Dining	Heartwood	13	1200	Bast	10	30	Ochre	6	15	Daedra Heart	16	400	Mastic	3	1500				5000	31890	32000
Deadlands Tapestry		Superior	Clothing	Parlor	Bast	9	30	Heartwood	6	1200	Daedra Heart	12	400	Embroidery	6	21							2000	14396	15000
Deadlands Tapestry, Long		Superior	Clothing	Parlor	Bast	9	30	Heartwood	6	1200	Daedra Heart	12	400	Embroidery	6	21							2000	14396	15000
Deadlands Tenderizer		Superior	Blacksmithing	Undercroft	Regulus	9	100	Ochre	5	15	Daedra Heart	12	400	Dwarven Oil	6	22							2000	7907	8000
Deadlands Torture Rack		Legendary	Blacksmithing	Undercroft	Regulus	15	100	Mundane Rune	15	1200	Heartwood	13	1200	Decorative Wax	9	750	Daedra Heart	16	400	Tempering Alloy	1	10000	10000	68250	69000
Deadlands Torture Table, Etched		Superior	Blacksmithing	Undercroft	Regulus	9	100	Ochre	5	15	Daedra Heart	12	400	Dwarven Oil	6	22							2000	7907	8000
Deadlands Urn, Inscribed		Superior	Blacksmithing	Undercroft	Regulus	9	100	Mundane Rune	6	1200	Daedra Heart	12	400	Dwarven Oil	6	22							2000	15032	16000
Deadlands Wall Spikes		Fine	Blacksmithing	Lighting	Regulus	5	100	Daedra Heart	6	400	Honing Stone	9	16	Rakeipa	2	140							1000	4324	5000
Deadlands Wall, Short		Fine	Enchanting	Structures	Mundane Rune	5	1200	Daedra Heart	6	400	Jejota	9	2										1000	9418	10000
Deadlands Wall, Short Curved		Fine	Enchanting	Structures	Mundane Rune	5	1200	Daedra Heart	6	400	Jejota	9	2										1000	9418	10000
Deadlands Wall, Tall		Superior	Enchanting	Structures	Mundane Rune	9	1200	Regulus	6	100	Daedra Heart	12	400	Denata	6	8							2000	18248	19000
Deadlands Wall, Wide		Epic	Enchanting	Structures	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Daedra Heart	16	400	Rekuta	3	70				5000	28420	29000
Deadlands Wardrobe, Ashen		Superior	Woodworking	Suite	Heartwood	9	1200	Regulus	6	100	Daedra Heart	12	400	Turpen	6	30							2000	18380	19000
Deadlands, Brazier, Bladed		Superior	Blacksmithing	Lighting	Regulus	9	100	Mundane Rune	6	1200	Daedra Heart	12	400	Dwarven Oil	6	22	Rakeipa	4	140				2000	15592	16000
Desk, Engraved		Superior	Woodworking	Library	Heartwood	12	1200	Regulus	6	100	Mundane Rune	9	1200	Alchemical Resin	6	30	Nickel	10	15	Turpen	6	30	2000	28310	29000
Display Case, Large		Epic	Woodworking	Gallery	Heartwood	13	1200	Mundane Rune	6	1200	Alchemical Resin	9	30	Decorative Wax	6	750	Vitrified Malondo	2	650	Mastic	3	1500	5000	38370	39000
Display Case, Specimen		Epic	Woodworking	Gallery	Heartwood	12	1200	Mundane Rune	6	1200	Alchemical Resin	6	30	Decorative Wax	8	750	Vitrified Malondo	2	650	Mastic	3	1500	5000	38580	39000
Display Case, Standing		Epic	Woodworking	Gallery	Heartwood	13	1200	Mundane Rune	7	1200	Alchemical Resin	7	30	Decorative Wax	7	750	Vitrified Malondo	2	650	Mastic	3	1500	5000	40260	41000
Display Case, Standing Arched		Epic	Woodworking	Gallery	Heartwood	12	1200	Mundane Rune	6	1200	Alchemical Resin	7	30	Decorative Wax	7	750	Vitrified Malondo	2	650	Mastic	3	1500	5000	37860	38000
Dragonfruit, Wax		Fine	Provisioning	Hearth	Decorative Wax	4	750	Hackwing Plumage	1	3500	Flour	20	60										1000	8700	9000
Dres Bowl, Dinner		Fine	Provisioning	Hearth	Decorative Wax	5	750	Heartwood	3	1200	Obsidian	6	15	Flour	20	60							1000	9640	10000
Dres Bowl, Empty		Superior	Provisioning	Hearth	Decorative Wax	7	750	Heartwood	5	1200	Obsidian	8	15	Bervez Juice	3	150							2000	13820	14000
Dres Bowl, Saltrice Mash		Superior	Provisioning	Hearth	Decorative Wax	8	750	Heartwood	6	1200	Obsidian	10	15	Bervez Juice	3	150							2000	15800	16000
Dres Bowl, Serving		Fine	Provisioning	Hearth	Decorative Wax	5	750	Heartwood	3	1200	Obsidian	6	15	Flour	20	60							1000	9640	10000
Dres Candles, Meditation		Superior	Provisioning	Lighting	Decorative Wax	7	750	Alchemical Resin	5	30	Obsidian	8	15	Bervez Juice	3	150							2000	7970	8000
Dres Cannister, Portable		Fine	Blacksmithing	Hearth	Regulus	5	100	Obsidian	6	15	Honing Stone	9	16										1000	1734	2000
Dres Carpet, Chains		Fine	Clothing	Parlor	Bast	6	30	Obsidian	8	15	Hemming	9	15										1000	1435	2000
Dres Carpet, Fertile Peat		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	5	30	Decorative Wax	5	750	Obsidian	12	15	Embroidery	6	21				2000	6476	7000
Dres Cauldron, Floral Banded		Superior	Blacksmithing	Hearth	Regulus	9	100	Mundane Rune	6	1200	Obsidian	12	15	Dwarven Oil	6	22							2000	10412	11000
Dres Censer, Chains		Superior	Alchemy	Undercroft	Alchemical Resin	9	30	Regulus	5	100	Mundane Rune	5	1200	Obsidian	12	15							2000	8950	9000
Dres Cup, Empty Greef		Superior	Provisioning	Hearth	Decorative Wax	8	750	Mundane Rune	5	1200	Obsidian	10	15	Bervez Juice	3	150							2000	14600	15000
Dres Cup, Empty Mazte		Fine	Provisioning	Hearth	Decorative Wax	5	750	Obsidian	6	15	Flour	20	60										1000	6040	7000
Dres Cup, Empty Sujamma		Epic	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	9	1200	Heartwood	6	1200	Obsidian	14	15	Frost Mirriam	3	70				5000	30920	31000
Dres Cup, Greef		Superior	Provisioning	Hearth	Decorative Wax	9	750	Mundane Rune	6	1200	Obsidian	12	15	Bervez Juice	3	150							2000	16580	17000
Dres Cup, Mazte		Fine	Provisioning	Hearth	Decorative Wax	5	750	Obsidian	6	15	Flour	20	60										1000	6040	7000
Dres Cup, Sujamma		Epic	Provisioning	Hearth	Decorative Wax	10	750	Mundane Rune	9	1200	Heartwood	7	1200	Obsidian	16	15	Frost Mirriam	3	70				5000	32150	33000
Dres Divider, Chains		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	6	100	Bast	8	30	Decorative Wax	6	750	Obsidian	16	15	Mastic	3	1500	5000	29480	30000
Dres Divider, Honeycomb		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	6	100	Bast	8	30	Decorative Wax	6	750	Obsidian	16	15	Mastic	3	1500	5000	29480	30000
Dres Divider, Screen		Epic	Woodworking	Suite	Heartwood	12	1200	Regulus	8	100	Bast	6	30	Decorative Wax	6	750	Obsidian	16	15	Mastic	3	1500	5000	29620	30000
Dres Incense Stand, Chains		Epic	Alchemy	Undercroft	Alchemical Resin	11	30	Regulus	8	100	Mundane Rune	7	1200	Obsidian	14	15							5000	14740	15000
Dres Jar, Stoneflower		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Alchemical Resin	6	30	Obsidian	12	15	Denata	6	8							2000	13208	14000
Dres Lamp, Portable		Fine	Alchemy	Lighting	Alchemical Resin	5	30	Regulus	3	100	Obsidian	6	15										1000	1540	2000
Dres Lantern, Stationary		Fine	Alchemy	Lighting	Alchemical Resin	6	30	Regulus	3	100	Obsidian	8	15										1000	1600	2000
Dres Pot, Sauce		Fine	Blacksmithing	Hearth	Regulus	6	100	Obsidian	8	15	Honing Stone	9	16										1000	1864	2000
Dres Rug, Chains		Epic	Clothing	Parlor	Bast	12	30	Mundane Rune	7	1200	Alchemical Resin	9	30	Obsidian	16	15	Elegant Lining	3	300				5000	15170	16000
Dres Runner, Chains		Epic	Clothing	Parlor	Bast	11	30	Mundane Rune	6	1200	Alchemical Resin	9	30	Obsidian	14	15	Elegant Lining	3	300				5000	13910	14000
Dres Sewing Kit, Master's		Legendary	Clothing	Workshop	Bast	15	30	Regulus	13	100	Heartwood	9	1200	Mundane Rune	9	1200	Obsidian	20	15	Dreugh Wax	1	20000	10000	53650	54000
Dres Shelf, Block		Fine	Woodworking	Library	Heartwood	5	1200	Obsidian	6	15	Pitch	9	100										1000	7990	8000
Dres Sideboard, Display		Superior	Woodworking	Hearth	Heartwood	7	1200	Mundane Rune	5	1200	Obsidian	8	15	Turpen	6	30							2000	16700	17000
Dres Table, Kitchen		Superior	Woodworking	Dining	Heartwood	9	1200	Mundane Rune	5	1200	Alchemical Resin	5	30	Obsidian	12	15	Turpen	6	30				2000	19310	20000
Dres Tapestry, Vines		Superior	Clothing	Parlor	Bast	9	30	Alchemical Resin	6	30	Obsidian	12	15	Embroidery	6	21							2000	2756	3000
Dres Teapot, Ceramic		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Regulus	5	100	Decorative Wax	5	750	Obsidian	12	15	Denata	6	8				2000	17278	18000
Dres Trestle, Corridor		Superior	Woodworking	Dining	Heartwood	8	1200	Alchemical Resin	5	30	Obsidian	10	15	Turpen	6	30							2000	12080	13000
Drumstick		Superior	Provisioning	Hearth	Decorative Wax	8	750	Nickel	10	15	Poultry	10	20	Bervez Juice	3	150							2000	8800	9000
Dwarven Altar, Stairs		Epic	Enchanting	Structures	Mundane Rune	11	1200	Regulus	9	100	Alchemical Resin	6	30	Dwemer Frame	14	1900	Rekuta	3	70				5000	46090	47000
Dwarven Amphora, Ornate Polished		Epic	Blacksmithing	Hearth	Regulus	13	100	Ochre	7	15	Mundane Rune	7	1200	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	24905	25000
Dwarven Amphora, Sealed		Superior	Enchanting	Hearth	Mundane Rune	9	1200	Regulus	5	100	Alchemical Resin	5	30	Dwemer Frame	12	1900	Denata	6	8				2000	36298	37000
Dwarven Basin, Forged		Superior	Enchanting	Undercroft	Mundane Rune	8	1200	Regulus	5	100	Dwemer Frame	10	1900	Denata	6	8							2000	31148	32000
Dwarven Bed, Reach Furs		Superior	Clothing	Suite	Bast	9	30	Regulus	6	100	Arkthzand Sprocket	1	4000	Embroidery	6	21							2000	6996	7000
Dwarven Bed, Reach Furs Canopy		Epic	Clothing	Suite	Bast	13	30	Regulus	10	100	Clean Pelt	7	8	Arkthzand Sprocket	2	4000	Elegant Lining	3	300				5000	15346	16000
Dwarven Bed, Reach Furs Double		Epic	Clothing	Suite	Bast	13	30	Regulus	10	100	Clean Pelt	7	8	Arkthzand Sprocket	2	4000	Elegant Lining	3	300				5000	15346	16000
Dwarven Bench, Forged		Superior	Blacksmithing	Dining	Regulus	8	100	Mundane Rune	6	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22							2000	29132	30000
Dwarven Bench, Ornate Granite		Superior	Enchanting	Dining	Mundane Rune	9	1200	Ochre	5	15	Arkthzand Sprocket	1	4000	Denata	6	8							2000	16923	17000
Dwarven Boiler, Central		Epic	Blacksmithing	Structures	Regulus	13	100	Mundane Rune	11	1200	Alchemical Resin	6	30	Dwemer Frame	18	1900	Grain Solvent	3	700				5000	55980	56000
Dwarven Bookcase, Full		Epic	Enchanting	Library	Mundane Rune	11	1200	Regulus	9	100	Alchemical Resin	6	30	Dwemer Frame	14	1900	Rekuta	3	70				5000	46090	47000
Dwarven Bookcase, Granite		Superior	Enchanting	library	Mundane Rune	9	1200	Heartwood	6	1200	Arkthzand Sprocket	1	4000	Denata	6	8							2000	24048	25000
Dwarven Bookcase, Granite Filled		Epic	Enchanting	library	Mundane Rune	13	1200	Heartwood	10	1200	Ochre	6	15	Arkthzand Sprocket	2	4000	Rekuta	3	70				5000	40900	41000
Dwarven Bowl, Forged		Superior	Blacksmithing	Hearth	Regulus	9	100	Decorative Wax	7	750	Dwemer Frame	12	1900	Dwarven Oil	6	22							2000	31082	32000
Dwarven Bowl, Forged Serving		Superior	Blacksmithing	Hearth	Regulus	9	100	Alchemical Resin	5	30	Decorative Wax	5	750	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	29732	30000
Dwarven Brazier, Square Polished		Epic	Blacksmithing	Lighting	Regulus	13	100	Heartwood	10	1200	Mundane Rune	7	1200	Arkthzand Sprocket	2	4000	Grain Solvent		700				5000	34700	35000
Dwarven Cage, Polished Specimen		Superior	Jewelry	Workshop	Ochre	6	15	Mundane Rune	6	1200	Arkthzand Sprocket	1	4000	Iridium Plating	2	15500							2000	44290	45000
Dwarven Candles, Cup		Superior	Provisioning	Lighting	Decorative Wax	9	750	Regulus	5	100	Dwemer Frame	12	1900	Bervez Juice	3	150							2000	32500	33000
Dwarven Candles, Plate		Superior	Provisioning	Lighting	Decorative Wax	5	750	Regulus	9	100	Alchemical Resin	5	30	Dwemer Frame	12	1900	Bervez Juice	3	150				2000	30050	31000
Dwarven Candlestick, Laboratory		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	7	100	Mundane Rune	7	1200	Alchemical Resin	6	30	Dwemer Frame	12	1900	Frost Mirriam	3	70	5000	44790	45000
Dwarven Candlestick, Orrery		Epic	Provisioning	Lighting	Decorative Wax	10	750	Regulus	6	100	Mundane Rune	8	1200	Alchemical Resin	6	30	Dwemer Frame	12	1900	Frost Mirriam	3	70	5000	45890	46000
Dwarven Candlestick, Polished		Fine	Blacksmithing	Lighting	Regulus	5	100	Arkthzand Sprocket	1	4000	Honing Stone	9	16										1000	5644	6000
Dwarven Cannister, Sealed		Fine	Blacksmithing	Hearth	Regulus	5	100	Dwemer Frame	6	1900	Honing Stone	9	16										1000	13044	14000
Dwarven Chair, Ornate Polished		Superior	Blacksmithing	Dining	Regulus	9	100	Mundane Rune	6	1200	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	14232	15000
Dwarven Chandelier, Barred		Epic	Blacksmithing	Lighting	Alchemical Resin	8	30	Regulus	11	100	Mundane Rune	7	1200	Dwemer Frame	14	1900	Grain Solvent	3	700				5000	43440	44000
Dwarven Chandelier, Braced		Epic	Blacksmithing	Lighting	Alchemical Resin	7	30	Regulus	11	100	Mundane Rune	8	1200	Dwemer Frame	14	1900	Grain Solvent	3	700				5000	44610	45000
Dwarven Chandelier, Caged		Epic	Blacksmithing	Lighting	Alchemical Resin	9	30	Regulus	11	100	Mundane Rune	6	1200	Dwemer Frame	14	1900	Grain Solvent	3	700				5000	42270	43000
Dwarven Chandelier, Framework		Superior	Blacksmithing	Lighting	Alchemical Resin	5	30	Regulus	8	100	Mundane Rune	5	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22				2000	28082	29000
Dwarven Cooking Implements, Hanging		Superior	Blacksmithing	Hearth	Regulus	9	100	Heartwood	6	1200	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	14232	15000
Dwarven Corner Bench, Ornate Polished		Epic	Blacksmithing	Dining	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	36800	37000
Dwarven Corner Shelf, Granite		Fine	Enchanting	Library	Mundane Rune	5	1200	Arkthzand Sprocket	1	4000	Jejota	9	2										1000	11018	12000
Dwarven Counter, Granite		Epic	Enchanting	Dining	Mundane Rune	13	1200	Regulus	10	100	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Rekuta	3	70				5000	30020	31000
Dwarven Crystal Sconce, Mirror		Legendary	Jewelry	Lighting	Ochre	10	15	Mundane Rune	15	1200	Regulus	13	100	Alchemical Resin	10	30	Arkthzand Sprocket	2	4000	Hakeijo	3	45000	10000	172750	173000
Dwarven Desk, Ornate Polished		Epic	Blacksmithing	Library	Regulus	13	100	Mundane Rune	10	1200	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28610	29000
Dwarven Dinner Bowl, Hearty Stew		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Arkthzand Sprocket	1	4000	Bervez Juice	3	150							2000	12300	13000
Dwarven Divider, Ornate Granite		Superior	Enchanting	Suite	Mundane Rune	9	1200	Regulus	6	100	Arkthzand Sprocket	1	4000	Denata	6	8							2000	17448	18000
Dwarven Divider, Ornate Polished		Epic	Blacksmithing	Suite	Regulus	13	100	Mundane Rune	10	1200	Heartwood	7	1200	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	36800	37000
Dwarven Dresser, Granite		Superior	Enchanting	Suite	Mundane Rune	9	1200	Regulus	6	100	Arkthzand Sprocket	1	4000	Denata	6	8							2000	17448	18000
Dwarven End Table, Columnar Granite		Superior	Enchanting	Dining	Mundane Rune	9	1200	Regulus	6	100	Arkthzand Sprocket	1	4000	Denata	6	8							2000	17448	18000
Dwarven Engine, Boiler		Superior	Blacksmithing	Workshop	Regulus	9	100	Mundane Rune	7	1200	Alchemical Resin	5	30	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	34382	35000
Dwarven Engine, Fan		Epic	Blacksmithing	Workshop	Regulus	12	100	Mundane Rune	10	1200	Alchemical Resin	6	30	Dwemer Frame	16	1900	Grain Solvent	3	700				5000	50880	51000
Dwarven Engine, Switch		Epic	Blacksmithing	Workshop	Regulus	13	100	Mundane Rune	11	1200	Alchemical Resin	6	30	Dwemer Frame	18	1900	Grain Solvent	3	700				5000	55980	56000
Dwarven Engine, Turbine		Epic	Blacksmithing	Workshop	Regulus	13	100	Mundane Rune	11	1200	Alchemical Resin	6	30	Dwemer Frame	18	1900	Grain Solvent	3	700				5000	55980	56000
Dwarven Goblet, Forged		Superior	Blacksmithing	Hearth	Regulus	8	100	Mundane Rune	5	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22							2000	27932	28000
Dwarven Gyroscope, Masterwork		Legendary	Blacksmithing	Workshop	Regulus	15	100	Mundane Rune	13	1200	Alchemical Resin	11	30	Dwemer Frame	20	1900	Tempering Alloy	1	10000				10000	75430	76000
Dwarven Jar, Sealed		Superior	Blacksmithing	Hearth	Regulus	9	100	Alchemical Resin	5	30	Decorative Wax	5	750	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	29732	30000
Dwarven Jug, Sealed		Superior	Blacksmithing	Hearth	Regulus	9	100	Mundane Rune	5	1200	Decorative Wax	5	750	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	35582	36000
Dwarven Kettle, Ornate Polished		Epic	Blacksmithing	Hearth	Regulus	13	100	Mundane Rune	10	1200	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28610	29000
Dwarven Lamp, Conal Frustum Cage		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28490	29000
Dwarven Lamp, Cylinder Cage		Epic	Blacksmithing	Lighting	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28490	29000
Dwarven Lamppost, Powered		Epic	Alchemy	Lighting	Alchemical Resin	12	30	Regulus	8	100	Mundane Rune	7	1200	Decorative Wax	5	750	Dwemer Frame	16	1900				5000	48710	49000
Dwarven Lantern, Oil		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	7	100	Mundane Rune	6	1200	Decorative Wax	6	750	Dwemer Frame	14	1900				5000	44330	45000
Dwarven Low Table, Ornate Polished		Epic	Blacksmithing	Dining	Regulus	13	100	Mundane Rune	10	1200	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28610	29000
Dwarven Minecart, Ornate		Legendary	Blacksmithing	Courtyard	Regulus	15	100	Ochre	10	15	Mundane Rune	13	1200	Heartwood	11	1200	Arkthzand Sprocket	2	4000	Tempering Alloy	1	10000	10000	58450	59000
Dwarven Mirror, Polished		Superior	Jewelry	Suite	Ochre	6	15	Regulus	6	100	Arkthzand Sprocket	1	4000	Iridium Plating	2	15500							2000	37690	38000
Dwarven Mug, Polished		Fine	Blacksmithing	Hearth	Regulus	5	100	Arkthzand Sprocket	1	4000	Honing Stone	9	16										1000	5644	6000
Dwarven Nightstand, Granite		Superior	Enchanting	Suite	Mundane Rune	9	1200	Regulus	6	100	Arkthzand Sprocket	1	4000	Denata	6	8							2000	17448	18000
Dwarven Pew, Ornate Polished		Epic	Blacksmithing	Dining	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28490	29000
Dwarven Pew, Refined		Epic	Blacksmithing	Parlor	Regulus	12	100	Mundane Rune	10	1200	Alchemical Resin	6	30	Dwemer Frame	16	1900	Grain Solvent	3	700				5000	50880	51000
Dwarven Pipe Cap, Bolted		Fine	Blacksmithing	Workshop	Regulus	6	100	Mundane Rune	4	1200	Dwemer Frame	8	1900	Honing Stone	9	16							1000	21744	22000
Dwarven Pipe, Corner		Superior	Blacksmithing	Workshop	Regulus	9	100	Mundane Rune	7	1200	Dwemer Frame	12	1900	Dwarven Oil	6	22							2000	34232	35000
Dwarven Pipe, Elbow		Superior	Blacksmithing	Workshop	Regulus	8	100	Mundane Rune	6	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22							2000	29132	30000
Dwarven Pipe, Full Column		Superior	Blacksmithing	Workshop	Regulus	9	100	Mundane Rune	7	1200	Dwemer Frame	12	1900	Dwarven Oil	6	22							2000	34232	35000
Dwarven Pipe, Half Column		Superior	Blacksmithing	Workshop	Regulus	8	100	Mundane Rune	6	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22							2000	29132	30000
Dwarven Pipe, Quarter Column		Superior	Blacksmithing	Workshop	Regulus	8	100	Mundane Rune	5	1200	Dwemer Frame	10	1900	Dwarven Oil	6	22							2000	27932	28000
Dwarven Pipeline Cap, Sealed		Fine	Blacksmithing	Workshop	Regulus	5	100	Mundane Rune	3	1200	Dwemer Frame	6	1900	Honing Stone	9	16							1000	16644	17000
Dwarven Pipeline, Elbow		Superior	Blacksmithing	Workshop	Regulus	8	100	Mundane Rune	5	1200	Alchemical Resin	4	30	Dwemer Frame	10	1900	Dwarven Oil	6	22				2000	28052	29000
Dwarven Pipeline, Full Column		Epic	Blacksmithing	Workshop	Regulus	11	100	Mundane Rune	9	1200	Alchemical Resin	6	30	Dwemer Frame	14	1900	Grain Solvent	3	700				5000	45780	46000
Dwarven Pipeline, Junction		Superior	Blacksmithing	Workshop	Regulus	9	100	Mundane Rune	6	1200	Alchemical Resin	5	30	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	33182	34000
Dwarven Plate, Forged		Superior	Blacksmithing	Hearth	Regulus	9	100	Mundane Rune	5	1200	Decorative Wax	5	750	Dwemer Frame	12	1900	Dwarven Oil	6	22				2000	35582	36000
Dwarven Plate, Full Breakfast		Superior	Provisioning	Hearth	Decorative Wax	7	750	Regulus	6	100	Arkthzand Sprocket	1	4000	Bervez Juice	3	150							2000	12300	13000
Dwarven Plate, Polished		Fine	Blacksmithing	Hearth	Regulus	5	100	Arkthzand Sprocket	1	4000	Honing Stone	9	16										1000	5644	6000
Dwarven Platform, Steps		Epic	Enchanting	Structures	Mundane Rune	11	1200	Regulus	9	100	Alchemical Resin	6	30	Dwemer Frame	14	1900	Rekuta	3	70				5000	46090	47000
Dwarven Pot, Polished		Superior	Blacksmithing	Hearth	Regulus	9	100	Mundane Rune	6	1200	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	14232	15000
Dwarven Pot, Sealed		Fine	Blacksmithing	Hearth	Regulus	5	100	Dwemer Frame	6	1900	Honing Stone	9	16										1000	13044	14000
Dwarven Potted Plant, Polished Vase		Superior	Blacksmithing	Conservatory	Regulus	9	100	Heartwood	6	1200	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	14232	15000
Dwarven Relief, Connected Circles		Epic	Blacksmithing	Gallery	Regulus	13	100	Mundane Rune	10	1200	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28610	29000
Dwarven Relief, Tracks		Superior	Blacksmithing	Gallery	Regulus	9	100	Mundane Rune	6	1200	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	14232	15000
Dwarven Sconce, Barred		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Mundane Rune	7	1200	Dwemer Frame	14	1900							5000	41130	42000
Dwarven Sconce, Framework		Superior	Alchemy	Lighting	Alchemical Resin	8	30	Regulus	6	100	Dwemer Frame	10	1900										2000	21840	22000
Dwarven Sconce, Powered		Epic	Alchemy	Lighting	Alchemical Resin	11	30	Regulus	8	100	Mundane Rune	6	1200	Decorative Wax	5	750	Dwemer Frame	14	1900				5000	43680	44000
Dwarven Serving Dish, Vegetable Soup		Epic	Provisioning	Hearth	Decorative Wax	10	750	Regulus	10	100	Alchemical Resin	7	30	Arkthzand Sprocket	2	4000	Frost Mirriam	3	70				5000	21920	22000
Dwarven Sideboard, Granite Polished		Epic	Blacksmithing	Dining	Regulus	13	100	Mundane Rune	10	1200	Ochre	6	15	Arkthzand Sprocket	2	4000	Grain Solvent	3	700				5000	28490	29000
Dwarven Strainer, Kitchen		Superior	Blacksmithing	Hearth	Regulus	9	100	Bast	6	30	Arkthzand Sprocket	1	4000	Dwarven Oil	6	22							2000	7212	8000
