Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Elsweyr Stairs, Masonry	Superior	Structures	5.0	5.0		10.0					Elsweyr	20.0
Elsweyr Stall Counter, Single	Superior	Dining			5.0		9.0				Elsweyr	14.0
Elsweyr Stall Counter, Triple	Epic	Dining			7.0		13.0	7.0			Elsweyr	27.0
Elsweyr Statue, Shrine Lion	Legendary	Courtyard	13.0	9.0	9.0	15.0					Scalebreaker	46.0
Elsweyr Steamer, Ceramic	Superior	Hearth	5.0	8.0			5.0				Elsweyr	18.0
Elsweyr Steaming Pot, Ceramic	Epic	Hearth	7.0	8.0	9.0						Elsweyr	24.0
Elsweyr Streetlight, Inlaid Stone	Superior	Lighting	5.0		4.0	10.0					Elsweyr	19.0
Elsweyr Sugar Bowl, Gilded	Superior	Hearth	6.0		6.0						Elsweyr	12.0
Elsweyr Sugar Pipe, Gilded	Epic	Parlor	9.0		9.0	7.0					Elsweyr	25.0
Elsweyr Table, Elegant Wooden	Epic	Dining	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Table, Long Wooden	Epic	Dining		8.0	6.0		13.0				Elsweyr	27.0
Elsweyr Table, Low	Superior	Dining	5.0	5.0			10.0				Elsweyr	20.0
Elsweyr Table, Low Square	Superior	Dining	5.0	5.0			10.0				Elsweyr	20.0
Elsweyr Table, Square	Superior	Dining		5.0			9.0				Elsweyr	14.0
Elsweyr Table, Wide	Superior	Dining		5.0			10.0	5.0			Elsweyr	20.0
Elsweyr Table, Wide Elegant Wooden	Epic	Dining	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Tapestry, Amber Vines	Superior	Parlor	5.0		4.0				10.0		Elsweyr	19.0
Elsweyr Tapestry, Ruby-Maroon	Superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tapestry, Verdant Blossom	Superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tapestry, Water Flowers	Superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tent, Open	Epic	Structures	9.0				7.0		13.0		Elsweyr	29.0
Elsweyr Throne, Elegant Wooden	Epic	Dining	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Tower, Ancient Huge	Epic	Structures			7.0	13.0		7.0			Scalebreaker	27.0
Elsweyr Trunk, Floral	Epic	Suite		6.0		10.0	13.0				Elsweyr	29.0
Elsweyr Trunk, Peaked Embellished	Epic	Suite			6.0	10.0	13.0				Elsweyr	29.0
Elsweyr Trunk, Peaked Floral	Epic	Suite	7.0			10.0	13.0				Elsweyr	30.0
Elsweyr Vessel, Umber Embellished	Superior	Gallery			6.0	6.0					Elsweyr	12.0
Elsweyr Wall, Curved Masonry	Fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wall, Rough Wooden	Fine	Structures		4.0			5.0				Elsweyr	9.0
Elsweyr Wall, Short Masonry	Fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wall, Wide Masonry	Fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wardrobe, Elegant Wooden	Epic	Suite	9.0	6.0			13.0				Elsweyr	28.0
Elsweyr Wardrobe, Wide Elegant Wooden	Epic	Suite	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Well, Covered	Legendary	Courtyard			8.0	13.0	15.0	15.0			Harrowstorm	51.0
Elsweyr Winerack, Cane Mead	Epic	Hearth	7.0	8.0			13.0				Elsweyr	28.0
Elsweyr Writing Desk, Elegant Wooden	Epic	Library	7.0		7.0		13.0				Elsweyr	27.0
Fabricant Saplings, Electrum	Fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrub, Copper	Fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrub, Gold	Fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrubs, Beryl	Fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Tree, Cobalt Spruce	Superior	Conservatory	8.0				5.0	5.0			Morrowind / Clockwork	18.0
Fabricant Tree, Electrum	Superior	Conservatory	9.0				5.0	5.0			Morrowind / Clockwork	19.0
Fabricant Tree, Gnarled Cypress	Fine	Conservatory	6.0				3.0	3.0			Morrowind / Clockwork	12.0
Fabricant Tree, Miniature Cherry Blossom	Epic	Conservatory	12.0				8.0	8.0			Morrowind / Clockwork	28.0
Fabricant Tree, Vibrant Cherry Blossom	Epic	Conservatory	12.0				8.0	8.0			Morrowind / Clockwork	28.0
Fabricant Trees, Clustered Maple	Superior	Conservatory	9.0				5.0	5.0			Morrowind / Clockwork	19.0
Fargrave Bench, Long Stone	Superior	Dining				9.0		6.0			Deadlands	15.0
Fargrave Bench, Stone	Superior	Dining				9.0		6.0			Deadlands	15.0
Fargrave Box of Fruit	Superior	Hearth		7.0			6.0				Deadlands	13.0
Fargrave Box of Grapes	Fine	Hearth		4.0							Deadlands	4.0
Fargrave Bread and Sweetrolls	Epic	Hearth	7.0	10.0		10.0					Deadlands	27.0
Fargrave Bread, Baguettes	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Bread, Round Loaves	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Bread, Various Loaves	Superior	Hearth		7.0		6.0					Deadlands	13.0
Fargrave Bridge, Rope	Epic	Structures					13.0	10.0		7.0	Ascending Tide	30.0
Fargrave Colonnade Hall	Epic	Structures	9.0			13.0		7.0			Ascending Tide	29.0
Fargrave Colonnade Roof, Barrel	Fine	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Corn, Bunch	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Counter, Merchant	Superior	Dining					9.0			6.0	Deadlands	15.0
Fargrave Doorway, Stone Frame	Epic	Structures	9.0			13.0		7.0			Ascending Tide	29.0
Fargrave Fish Pile, Deadlands Trout	Fine	Hearth		4.0							Deadlands	4.0
Fargrave Fish Pile, Marinated Trout	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Gems, Levitating	Epic	Lighting	12.0			10.0		7.0			Deadlands	29.0
Fargrave Ham	Fine	Hearth		4.0							Deadlands	4.0
Fargrave Meats	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Sausages	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Stall, Large Merchant	Superior	Structures					9.0	6.0			Deadlands	15.0
Fargrave Terrarium, Flower	Epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Large Gas Blossom	Epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Scuttlebloom	Epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Small Gas Blossom	Superior	Gallery	8.0	5.0							Deadlands	13.0
Fargrave Terrarium, Watcher	Superior	Gallery	8.0	5.0							Deadlands	13.0
Fargrave Tomato Bunch	Superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Window, Grand Medallion	Legendary	Lighting	12.0		10.0	15.0		11.0			Ascending Tide	48.0
Fargrave Window, Medallion	Epic	Lighting	9.0		6.0	13.0					Ascending Tide	28.0
Figurine, The Dragon's Glare	Legendary	Parlor		11.0	15.0	13.0		13.0			Wolfhunter	52.0
Figurine, The Fish and the Unicorn	Epic	Parlor	9.0		9.0			7.0			Summerset	25.0
Figurine, The Sea-Monster's Surprise	Epic	Parlor	7.0		9.0			9.0			Summerset	25.0
Figurine, The Taming of the Gryphon	Epic	Parlor		6.0	9.0	8.0		7.0			Summerset	30.0
Fireplace Grate, Wrought Iron	Fine	Workshop						6.0			Summerset	6.0
Fireplace Tools, Wrought Iron	Superior	Workshop					5.0	9.0			Summerset	14.0
Fish, Large	Superior	Hearth	8.0	10.0		7.0					Homestead	25.0
Fish, Medium	Superior	Hearth	7.0	9.0		7.0					Homestead	23.0
Fish, Small	Superior	Hearth	7.0	8.0		6.0					Homestead	21.0
Footstool, Block	Fine	Workshop					5.0				Homestead	5.0
Frog-Caller, Untuned	Legendary	Parlor		9.0			15.0	13.0		15.0	Elsweyr	52.0
Gibbet, Single	Epic	Undercroft					11.0	7.0	6.0		Homestead	24.0
Goblet, Wine	Superior	Hearth	7.0	10.0				7.0			Homestead	24.0
Grapes, Wax	FIne	Hearth		3.0							Homestead	3.0
Grilling Rack	Superior	Hearth		8.0		7.0		11.0			Homestead	26.0
Grub Kebabs	Fine	Hearth		4.0							Murkmire	4.0
Hagraven Cauldron, Ritual	Superior	Undercroft		4.0		9.0			5.0		Morrowind / Clockwork	18.0
Hakoshae Banner, Blue	Fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Banner, Square	Fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Banner, Triple Insignia	Fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Hook, Block	Superior	Courtyard	6.0					9.0			Elsweyr	15.0
Hakoshae Lantern, Blue	Epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Lantern, Crimson	Epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Lantern, Linked Rings	Epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Pillar, Wooden Hooked	Superior	Courtyard	5.0				5.0	10.0			Elsweyr	20.0
Ham, Display	Superior	Hearth		7.0							Homestead	7.0
Hammer, Forge	Superior	Workshop					5.0	7.0			Homestead	12.0
Hearty Bread	Superior	Hearth	4.0	6.0							Homestead	10.0
High Elf Armoire, Winged	Epic	Suite	7.0				11.0	8.0			Homestead	26.0
High Elf Banner, Gilded	Epic	Parlor		8.0		8.0			12.0		Homestead	28.0
High Elf Bar, Overhanging	Superior	Dining				5.0	7.0	5.0			Homestead	17.0
High Elf Basin, Gilded	Fine	Undercroft	3.0			4.0		6.0			Homestead	13.0
High Elf Basin, Standing	Epic	Undercroft	7.0			9.0		12.0			Homestead	28.0
High Elf Basin, Winged	Superior	Undercroft	7.0			7.0		11.0			Homestead	25.0
High Elf Bed, Bunk	Fine	Suite					6.0		3.0		Homestead	9.0
High Elf Bed, Single	Fine	Suite					5.0		3.0		Homestead	8.0
High Elf Bed, Verdant	Superior	Suite					9.0	6.0	5.0		Homestead	20.0
High Elf Bed, Winged	Superior	Suite					10.0	6.0	5.0		Homestead	21.0
High Elf Bed, Winged Double	Epic	Suite					13.0	8.0	9.0		Homestead	30.0
High Elf Bench, Covered	Epic	Dining		7.0			8.0		11.0		Homestead	26.0
High Elf Bench, Curved	Fine	Dining					4.0				Homestead	4.0
High Elf Bookcase, Verdant	Superior	Library				6.0	10.0	6.0			Homestead	22.0
High Elf Bookcase, Winged	Epic	Library				7.0	12.0	9.0			Homestead	28.0
High Elf Bookshelf, Verdant	Fine	Library				5.0	4.0				Homestead	9.0
High Elf Bookshelf, Winged	Epic	Library				9.0	12.0	7.0			Homestead	28.0
High Elf Bottle, Winged	Superior	Hearth	10.0	7.0				6.0			Homestead	23.0
High Elf Bowl, Serving	Epic	Hearth		7.0		8.0		11.0			Homestead	26.0
High Elf Brazier, Winged	Epic	Lighting				9.0	8.0	13.0			Homestead	30.0
High Elf Cabinet, Corner	Epic	Hearth		7.0			11.0	8.0			Homestead	26.0
High Elf Candelabra, Winged	Epic	Lighting	8.0			8.0		12.0			Homestead	28.0
High Elf Candle, Winged	Epic	Lighting	7.0			8.0		11.0			Homestead	26.0
High Elf Candleholder, Sturdy	Fine	Lighting						4.0			Homestead	4.0
High Elf Carafe, Gilded	Superior	Hearth	5.0			5.0		8.0			Homestead	18.0
High Elf Carpet, Eagle	Epic	Parlor	7.0	8.0					11.0		Homestead	26.0
High Elf Carpet, Rustic	Fine	Parlor							5.0		Homestead	5.0
High Elf Carpet, Tree-Themed	Superior	Parlor	5.0	6.0					9.0		Homestead	20.0
High Elf Carpet, Water-Themed	Superior	Parlor		6.0		5.0			9.0		Homestead	20.0
High Elf Chair, Regal Verdant	Epic	Dining					11.0	7.0	7.0		Homestead	25.0
High Elf Chair, Regal Winged	Epic	Dining					12.0	9.0	7.0		Homestead	28.0
High Elf Chair, Verdant	Superior	Dining					8.0				Homestead	8.0
High Elf Chair, Winged	Superior	Dining				6.0	10.0	7.0			Homestead	23.0
High Elf Chandelier, Winged	Epic	Lighting	8.0			9.0		13.0			Homestead	30.0
High Elf Chest of Drawers	Superior	Suite		4.0		4.0	8.0	5.0			Homestead	21.0
High Elf Counter, Block	Epic	Dining		7.0			11.0	8.0			Homestead	26.0
High Elf Counter, Long Cabinet	Fine	Dining					6.0				Homestead	6.0
High Elf Crest, Winged	Epic	Gallery		7.0		10.0		13.0			Homestead	30.0
High Elf Cup, Gilded	Fine	Hearth						5.0			Homestead	5.0
High Elf Decanter, Glass	Epic	Hearth	11.0			7.0		8.0			Homestead	26.0
High Elf Desk, Regal Winged	Epic	Library				12.0	9.0	7.0			Homestead	28.0
High Elf Desk, Sturdy	Fine	Library					5.0				Homestead	5.0
High Elf Desk, Verdant	Superior	Library				10.0	7.0	4.0			Homestead	21.0
High Elf Divider, Carved	Epic	Suite					8.0	7.0	11.0		Homestead	26.0
High Elf Divider, Delicate	Epic	Suite					7.0	11.0	8.0		Homestead	26.0
High Elf Dresser, Corner	Epic	Suite				11.0	8.0	7.0			Homestead	26.0
High Elf Dresser, Sturdy	Fine	Suite					6.0				Homestead	6.0
High Elf Dresser, Verdant	Superior	Suite				8.0	5.0	5.0			Homestead	18.0
High Elf Dresser, Winged	Epic	Suite				12.0	8.0	8.0			Homestead	28.0
High Elf End Table, Sturdy	Fine	Parlor					4.0				Homestead	4.0
High Elf End Table, Verdant	Superior	Parlor				7.0	5.0	5.0			Homestead	17.0
High Elf End Table, Winged	Epic	Parlor				11.0	8.0	7.0			Homestead	26.0
High Elf Flask, Gilded	Fine	Hearth						5.0			Homestead	5.0
High Elf Flute, Wine	Superior	Hearth	5.0	5.0				7.0			Homestead	17.0
High Elf Goblet, Glass	Epic	Hearth	11.0	7.0				8.0			Homestead	26.0
High Elf Goblet, Winged	Epic	Hearth	7.0	8.0				11.0			Homestead	26.0
High Elf Lamp, Oil	Superior	Lighting	4.0					6.0			Homestead	10.0
High Elf Lamppost, Spiked	Superior	Lighting	6.0			9.0		6.0			Homestead	21.0
High Elf Lamppost, Stone	Epic	Lighting				13.0	6.0	11.0			Homestead	30.0
High Elf Medal, Winged	Epic	Gallery		8.0		8.0		12.0			Homestead	28.0
High Elf Plate, Dinner	Fine	Hearth						5.0			Homestead	5.0
High Elf Platter, Gilded	Superior	Hearth	5.0	6.0				8.0			Homestead	19.0
High Elf Platter, Winged	Epic	Hearth		8.0		7.0		11.0			Homestead	26.0
High Elf Pot, Hanging	Epic	Hearth	8.0			8.0		12.0			Homestead	28.0
High Elf Sconce, Winged	Epic	Lighting		8.0		8.0		12.0			Homestead	28.0
High Elf Shelf, Long	Fine	Library					4.0				Homestead	4.0
High Elf Shelf, Short	Fine	Library					4.0				Homestead	4.0
High Elf Stool, Covered	Epic	Workshop					9.0	6.0	7.0		Homestead	22.0
High Elf Stool, Curved	Fine	Workshop					4.0				Homestead	4.0
High Elf Streetlight, Stone	Epic	Courtyard	6.0			13.0		11.0			Homestead	30.0
High Elf Table, Sturdy Formal	Fine	Dining					4.0				Homestead	4.0
High Elf Table, Sturdy Kitchen	Fine	Dining					6.0				Homestead	6.0
High Elf Table, Tea	Epic	Dining				13.0	9.0	8.0			Homestead	30.0
High Elf Table, Verdant Formal	Superior	Dining				8.0	6.0	5.0			Homestead	19.0
High Elf Table, Verdant Kitchen	Superior	Dining				9.0	6.0	4.0			Homestead	19.0
High Elf Table, Winged Formal	Epic	Dining				11.0	8.0	7.0			Homestead	26.0
High Elf Table, Winged Kitchen	Epic	Dining				11.0	8.0	7.0			Homestead	26.0
High Elf Tapestry, Eagle	Epic	Parlor		8.0		8.0			12.0		Homestead	28.0
High Elf Tapestry, Gilded	Epic	Parlor	9.0	7.0					12.0		Homestead	28.0
High Elf Tapestry, Rustic	Fine	Parlor							5.0		Homestead	5.0
High Elf Tapestry, Tree-Themed	Superior	Parlor		7.0					10.0		Homestead	17.0
High Elf Tapestry, Water-Themed	Superior	Parlor		6.0		6.0			10.0		Homestead	22.0
High Elf Trestle, Sturdy	Fine	Dining					4.0				Homestead	4.0
High Elf Trestle, Verdant	Superior	Dining				9.0	6.0	5.0			Homestead	20.0
High Elf Trestle, Winged	Epic	Dining				12.0	8.0	8.0			Homestead	28.0
High Elf Trunk, Jeweled	Epic	Suite				8.0	8.0	12.0			Homestead	28.0
High Elf Trunk, Winged	Superior	Suite				5.0	9.0	7.0			Homestead	21.0
High Elf Vase, Gilded	Superior	Parlor		5.0		5.0		8.0			Homestead	18.0
High Elf Vase, Winged	Epic	Parlor	11.0			8.0		7.0			Homestead	26.0
High Elf Wagon, Covered	Epic	Courtyard					13.0	6.0	11.0		Homestead	30.0
High Elf Wagon, Sturdy	Superior	Courtyard	5.0				9.0	6.0			Homestead	20.0
High Elf Wine Rack, Folding	Superior	Hearth	7.0				10.0	6.0			Homestead	23.0
Hlaalu Amphora, Sealed Orichalcum	Epic	Hearth				12.0	8.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Armchair, Mossy Cushion	Epic	Dining	6.0			6.0	12.0		8.0		Morrowind / Clockwork	32.0
Hlaalu Armchair, Polished	Epic	Dining	7.0	8.0			11.0				Morrowind / Clockwork	26.0
Hlaalu Banner, Floral	Superior	Parlor	5.0						8.0		Morrowind / Clockwork	13.0
Hlaalu Bath Tub, Masterwork	Legendary	Suite	13.0	11.0		15.0					Morrowind / Clockwork	39.0
Hlaalu Bed, Canopy	Epic	Suite	6.0				10.0		12.0		Morrowind / Clockwork	28.0
Hlaalu Bed, Double Pillow	Superior	Suite					5.0		8.0		Morrowind / Clockwork	13.0
Hlaalu Bed, Single	Fine	Suite					3.0		6.0		Morrowind / Clockwork	9.0
Hlaalu Bed, Single Pillow	Superior	Suite					6.0		9.0		Morrowind / Clockwork	15.0
Hlaalu Bench, Mossy Cushion	Epic	Dining	6.0			6.0	8.0		12.0		Morrowind / Clockwork	32.0
Hlaalu Bench, Polished	Superior	Dining	5.0	5.0		5.0	9.0				Morrowind / Clockwork	24.0
Hlaalu Bookcase, Empty	Superior	Library		6.0			9.0				Morrowind / Clockwork	15.0
Hlaalu Bookcase, Orderly	Epic	Library	6.0	8.0			12.0	6.0			Morrowind / Clockwork	32.0
Hlaalu Box, Trinket	Epic	Parlor				8.0	12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Boxes, Compact	Superior	Parlor	5.0				4.0	9.0			Morrowind / Clockwork	18.0
Hlaalu Cabinet of Drawers, Clerk	Epic	Hearth		7.0			11.0	8.0			Morrowind / Clockwork	26.0
Hlaalu Cabinet, Clerk	Epic	Hearth	5.0	7.0			11.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Cabinet, Open	Superior	Hearth		5.0			9.0	5.0			Morrowind / Clockwork	19.0
Hlaalu Cannister, Sealed Azurite	Epic	Hearth	7.0			12.0		9.0			Morrowind / Clockwork	28.0
Hlaalu Cannister, Trinket	Epic	Parlor	8.0			7.0		11.0			Morrowind / Clockwork	26.0
Hlaalu Carpet, Garden Moss	Superior	Parlor		6.0					9.0		Morrowind / Clockwork	15.0
Hlaalu Censer, Mesh	Epic	Undercroft	7.0			11.0		8.0			Morrowind / Clockwork	26.0
Hlaalu Chair, Polished	Superior	Dining		6.0			8.0				Morrowind / Clockwork	14.0
Hlaalu Chest, Secure	Epic	Suite				8.0	12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Cupboard, Formal	Epic	Hearth		8.0			12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Cupboard, Open	Superior	Hearth		5.0			9.0	4.0			Morrowind / Clockwork	18.0
Hlaalu Desk, Scholar's	Epic	Library	8.0	8.0			12.0				Morrowind / Clockwork	28.0
Hlaalu Dresser, Open	Superior	Suite		5.0			9.0	5.0			Morrowind / Clockwork	19.0
Hlaalu Dresser, Scroll Drawers	Superior	Suite		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu Dresser, Scroll Rack	Superior	Suite		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu End Table, Formal Scales	Epic	Parlor		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Hlaalu End Table, Formal Turtle	Epic	Parlor		9.0		7.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Footlocker, Secure	Epic	Suite				8.0	11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Gaming Table, “Foxes & Felines”	Legendary	Parlor		11.0		13.0	15.0				Dragon Bones	39.0
Hlaalu Gong	Legendary	Parlor	11.0			13.0		15.0			Dragon Bones	39.0
Hlaalu Hanger, Mounted	Fine	Miscellaneous					5.0				Morrowind / Clockwork	5.0
Hlaalu Jar, Garden Moss	Superior	Hearth		5.0		8.0					Morrowind / Clockwork	13.0
Hlaalu Jar, Sealed Malachite	Epic	Hearth	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Hlaalu Lantern, Classic Vellum	Epic	Lighting	11.0					8.0		7.0	Morrowind / Clockwork	26.0
Hlaalu Lantern, Modest Vellum	Epic	Lighting	11.0	6.0				7.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Lantern, Oversized Vellum	Epic	Lighting	11.0					7.0		8.0	Morrowind / Clockwork	26.0
Hlaalu Mat, Welcoming	Fine	Parlor							6.0		Morrowind / Clockwork	6.0
Hlaalu Mirror, Standing	Epic	Suite	11.0			7.0	5.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Nightstand, Formal	Epic	Suite		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Nightstand, Scholar's	Epic	Suite	7.0	7.0			11.0	5.0			Morrowind / Clockwork	30.0
Hlaalu Rack, Barrel	Fine	Hearth					5.0				Morrowind / Clockwork	5.0
Hlaalu Salt Lamp, Enchanted	Legendary	Lighting	10.0	10.0	10.0	15.0					Elsweyr	45.0
Hlaalu Sconce, Vellum	Epic	Lighting	7.0				6.0	11.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Settee, Mossy Cushion	Epic	Parlor	6.0			6.0	8.0		12.0		Morrowind / Clockwork	32.0
Hlaalu Settee, Polished	Superior	Parlor	7.0			5.0	9.0				Morrowind / Clockwork	21.0
Hlaalu Shelf, Long	Superior	Library		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu Sideboard, Low Cabinet	Epic	Hearth		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Sideboard, Scholar's	Epic	Hearth		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Sideboard, Scribe's	Epic	Hearth	6.0	6.0			11.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Stool, Mossy Cushion	Epic	Workshop	5.0	6.0			8.0		11.0		Morrowind / Clockwork	30.0
Hlaalu Stool, Polished	Fine	Workshop					6.0				Morrowind / Clockwork	6.0
Hlaalu Stove, Chiminea	Legendary	Lighting	13.0		8.0	13.0		15.0			Elsweyr	49.0
Hlaalu Streetlight, Vellum	Epic	Lighting	11.0				7.0	6.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Table, Formal Floral	Epic	Dining		6.0		10.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Table, Formal Turtle	Epic	Dining		6.0		10.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Tapestry, Floral	Superior	Parlor	6.0						9.0		Morrowind / Clockwork	15.0
Hlaalu Towels, Folded	Superior	Miscellaneous	5.0						8.0		Morrowind / Clockwork	13.0
Hlaalu Trinket Box, Curious Turtle	Legendary	Parlor		11.0		15.0		15.0			Dragon Bones	41.0
Hlaalu Vase, Gilded	Epic	Parlor	7.0	8.0		11.0					Morrowind / Clockwork	26.0
Hlaalu Wardrobe, Formal	Epic	Suite	6.0	7.0			12.0	7.0			Morrowind / Clockwork	32.0
Horn, Ritual	epic	Parlor	6.0	6.0		8.0	12.0				Homestead	32.0
Hourglass, Common	Epic	Parlor	9.0	6.0				11.0			Homestead	26.0
Indoril Banner, Almalexia	Epic	Parlor	7.0	6.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Banner, Sotha Sil	Epic	Parlor	8.0			8.0			12.0		Morrowind / Clockwork	28.0
Indoril Banner, Vivec	Epic	Parlor	6.0	7.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Bellows, Practical	Superior	Miscellaneous					5.0	9.0		5.0	Morrowind / Clockwork	19.0
Indoril Box, Trinket	Epic	Parlor				8.0	8.0	12.0			Morrowind / Clockwork	28.0
Indoril Brazier, Cauldron	Epic	Lighting		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Indoril Brazier, Kettle	Epic	Lighting		8.0		7.0		11.0			Morrowind / Clockwork	26.0
Indoril Brazier, Knotwork	Superior	Lighting				6.0		9.0			Morrowind / Clockwork	15.0
Indoril Brazier, Pedestal	Epic	Lighting		7.0		8.0		11.0			Morrowind / Clockwork	26.0
Indoril Candelabra, Shrine	Superior	Lighting	8.0					6.0			Morrowind / Clockwork	14.0
Indoril Candelabra, Shrine Chamber	Epic	Lighting		10.0		6.0		8.0			Morrowind / Clockwork	24.0
Indoril Candelabra, Temple	Epic	Lighting	6.0	10.0				8.0			Morrowind / Clockwork	24.0
Indoril Candelabra, Temple Chamber	Epic	Lighting	6.0	10.0				8.0			Morrowind / Clockwork	24.0
Indoril Candle, Temple	Epic	Lighting	7.0	10.0				7.0			Morrowind / Clockwork	24.0
Indoril Cannister, Trinket	Epic	Parlor	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Indoril Carpet, Almalexia	Epic	Parlor	10.0			6.0			12.0		Morrowind / Clockwork	28.0
Indoril Carpet, Grand Almalexia	Epic	Parlor	10.0			7.0			13.0		Morrowind / Clockwork	30.0
Indoril Carpet, Grand Sotha Sil	Epic	Parlor	7.0	6.0		8.0			13.0		Morrowind / Clockwork	34.0
Indoril Carpet, Grand Vivec	Epic	Parlor		8.0		9.0			13.0		Morrowind / Clockwork	30.0
Indoril Carpet, Sotha Sil	Epic	Parlor	7.0	6.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Carpet, Vivec	Epic	Parlor		8.0		8.0			12.0		Morrowind / Clockwork	28.0
Indoril Cassone, Sealed	Epic	Parlor	7.0			8.0		11.0			Morrowind / Clockwork	26.0
Indoril Chandelier, Knotwork	Superior	Lighting	6.0					8.0			Morrowind / Clockwork	14.0
Indoril Chest, Fortified	Superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Indoril End Table, Rounded	Superior	Parlor		6.0			9.0				Morrowind / Clockwork	15.0
Indoril Footlocker, Fortified	Superior	Suite				5.0		8.0			Morrowind / Clockwork	13.0
Indoril Incense Cup, Silver	Superior	Undercroft	7.0			9.0					Morrowind / Clockwork	16.0
Indoril Lantern, Hanging	Superior	Lighting	8.0	5.0							Morrowind / Clockwork	13.0
Indoril Lightpost, Stone	Fine	Lighting	5.0			3.0					Morrowind / Clockwork	8.0
Indoril Platter, Floral	Epic	Hearth		7.0		8.0		11.0			Morrowind / Clockwork	26.0
Indoril Rug, Almalexia	Epic	Parlor	9.0			7.0			12.0		Morrowind / Clockwork	28.0
Indoril Rug, Sotha Sil	Epic	Parlor	6.0	6.0		8.0			12.0		Morrowind / Clockwork	32.0
Indoril Rug, Vivec	Epic	Parlor		8.0		8.0			12.0		Morrowind / Clockwork	28.0
